Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Iceland,ISL,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.0774702,497.1967858,571.4505489,670.2570727,785.8148205,903.360743,841.8424896,968.2696782,777.8772924,607.5940192,668.5015451,725.4900802,701.1952477,747.7640612,811.7571423,755.1160176,854.1889759,,
Iceland,ISL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42706896,19.47368563,18.56656252,16.97752257,17.43836857,17.24506365,16.60773783,16.04090174,15.96008498,16.62217271,18.18674635,18.47118688,18.5705945,18.25796533,17.98097741,17.63640536,16.86918382,,
Iceland,ISL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158.991427,2270.731551,2521.700402,2667.433828,2751.993945,2800.872218,2865.989258,2968.287563,3091.400217,3037.614953,2722.066609,2697.707136,2756.284426,2930.370065,3062.859648,3209.521131,3460.192001,,
Iceland,ISL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.04462,2055.975712,2506.397321,3224.09598,3659.503265,4262.152285,4154.218923,4980.739032,4025.664438,2996.694324,2956.331775,3144.353794,3018.17592,3286.379635,3634.172278,3460.476318,4127.349484,,
Iceland,ISL,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.60674236,17.10061496,18.04537966,18.39292444,18.05006433,18.01919627,17.77071003,17.54780254,13.01478276,15.34083353,14.36090185,14.93650245,14.94576656,15.56045749,15.21207523,15.88371598,14.93631536,,
Iceland,ISL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27398702,7.16025858,7.80076827,8.2186434,7.74870642,7.49645009,7.30739997,7.18779441,7.19165776,7.39369316,7.05469274,6.79662566,6.7487614,6.80294837,6.83970334,6.74525671,6.75842081,,
Iceland,ISL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.57293104,80.52631437,81.43343748,81.66592268,81.20967567,81.36404865,81.95378542,82.51373269,82.59650611,81.98166711,80.42772154,80.05615532,79.93397178,80.24269759,80.49940829,80.82249835,81.51008632,,
Iceland,ISL,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Iceland,ISL,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Iceland,ISL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Iceland,ISL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679.549322,2819.86276,3096.640004,3266.275259,3388.751306,3442.395338,3497.079779,3597.325519,3742.77359,3705.236866,3384.48803,3369.76854,3448.201515,3651.883788,3804.822561,3971.073892,4245.108988,,
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.12209,2553.172498,3077.84787,3947.908594,4506.240463,5238.372913,5068.977475,6036.254657,4873.891921,3655.3225,3675.762185,3927.685238,3775.836297,4095.549793,4514.532908,4281.575538,5063.605832,,
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02782972,8.89182454,9.57931841,10.06373666,9.54160493,9.21346739,8.91648864,8.71102806,8.70697575,9.01871531,8.77146909,8.48982271,8.44292014,8.47796569,8.49658835,8.34576615,8.29151473,,
Iceland,ISL,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,UHC service coverage index,SH.UHC.SRVS.CV.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,
Iceland,ISL,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9383135,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.898492,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625546467.6,693406877,679569236.6,628153289.4,612939551.2,698593668.9,716168840.7,726989535.8,801016268.2,810455109.7,918727476.4,885120998.9,753644616.1,864676418.5,996956587.6,966755663.9,936144253.3,919330699.9,910705192.1,951289109.7,,
Iceland,ISL,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78709.2521,75435.43666,68420.24481,66364.48451,74965.16358,81604.49714,83797.02591,95628.38523,89446.67334,86747.41842,87377.18649,113768.9182,115450.6671,88740.32211,84944.03013,91444.31156,113131.1567,106236.4234,115398.9525,120267.8362,,
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,86.83569344,79.68445023,86.61849414,83.51703828,75.58398626,71.19186443,66.71128399,63.91742892,70.97695861,84.3625011,88.23126978,81.28691382,71.80732077,73.15690201,72.51336966,74.9172547,68.68759849,66.60770505,70.06873692,74.71833914,70.96680372,70.69927587,69.06834903,77.20701295,76.05234511,80.3159272,73.31344842,69.59207225,64.40740578,64.80184867,65.97984254,63.83441245,60.67632838,62.38311348,66.38177689,67.44037011,71.96024853,70.80246439,72.3118078,69.93581655,71.92676277,75.62021795,70.20223835,68.87571297,70.65902393,73.12195309,79.40496041,75.80705623,84.58485579,89.98190685,94.09103731,101.8190698,104.267502,99.30630341,96.99365063,96.72450276,88.6097032,88.12613538,
Iceland,ISL,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-4.270799104,3.11875453,3.450665566,-1.193384138,-1.449144975,1.278216142,-1.012643369,-7.808232662,-7.804548817,2.043924568,1.733511624,-6.417050089,-1.776952257,-2.023681021,-9.687305001,-8.34144396,0.389546739,-0.761345729,2.97796472,1.175864785,0.019819345,-1.457690492,-4.704502677,2.175556173,-0.028877856,0.185469095,3.86501676,-1.028781473,-0.884703927,2.260642012,1.313026317,-1.22952219,-0.075366647,3.165435854,5.154301278,3.613644247,0.607852297,0.461417615,-4.376340731,-4.553215346,-6.965829083,-0.879199664,1.532907287,-2.988250423,-5.363967516,-11.8767515,-17.15997657,-9.159562731,-2.18857197,8.965594379,9.877532592,7.703444864,5.767023513,7.679772006,6.048200572,7.153423676,6.215798137,4.082249524,
Iceland,ISL,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,2753003103,11010659207,13052723424,2388924138,-7896561564,-7851900792,-20426945403,-50481981493,-42611100787,1460238064,-14360905100,-73345034300,-52020174700,-83313415700,-1.23037E+11,-78461753700,-43375871300,-77729247200,-53218876400,-44139282800,-46306631900,-61392906900,-86814753500,-20387159900,-43217063700,-42090369400,-24807221300,-1.0554E+11,-96907793100,-37715694900,-41993868900,-87088399700,-67469543200,-12778729000,7314424000,-16767178600,-45966016200,-61184797800,-1.70541E+11,-1.77403E+11,-2.10555E+11,-1.04785E+11,-68725373800,-1.27908E+11,-1.7704E+11,-3.61172E+11,-4.91702E+11,-3.20769E+11,-73600128600,1.86476E+11,1.65223E+11,1.47164E+11,1.449E+11,2.06373E+11,1.60783E+11,1.35067E+11,1.14855E+11,41889294900,
Iceland,ISL,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,-3839856,3173824,4227552,-1745044,-2706064,2878400,-2738432,-21423824,-23017048,7459184,7915800,-37288400,-12973500,-20744400,-144534300,-177700500,11671800,-32943400,199789500,116553600,3167600,-362385900,-1835692000,1472764200,-25828300,226320900,6244352500,-2164015100,-2289432300,7206474200,4877067200,-4937876700,-302555500,13110223700,22693680000,16406408500,2963335800,2469739300,-26251938500,-29369812600,-48887308100,-6969241400,12937622700,-25940192800,-51667256500,-1.24855E+11,-2.05315E+11,-1.25087E+11,-33988959700,1.43484E+11,1.65223E+11,1.35403E+11,1.06213E+11,1.50444E+11,1.25413E+11,1.63672E+11,1.55565E+11,1.0681E+11,
Iceland,ISL,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-10610121.19,7918070.407,9831516.114,-4058241.793,-6293171.988,6693953.376,-6368446.405,-48506768.48,-37024738.35,8476345.501,8995227.273,-42373181.82,-14699184.23,-23016087.87,-144606603.3,-115615159.4,6407092.276,-16565293.91,73693150.38,33055473.62,660246.7901,-50162772.35,-148620977.2,59283341.65,-814934.8293,5452503.993,151915193.6,-55950666.03,-53225282.47,126336725,83677920.79,-83698074.29,-5257637.816,193929040.3,324453137.1,253609172.4,44561440.6,34832010.19,-369962900.7,-406023236.2,-621849344.9,-71534719.16,141145349.7,-338163615.7,-736087835.2,-1982406802,-2925543928,-1952813896,-386466984.4,1160516823,1351610920,1167730433,849141055.6,1231337591,1074044859,1240701670,1287666281,999680328,
Iceland,ISL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,45.55324627,38.28284785,41.58391429,42.35521121,38.51656562,34.95682415,33.86196368,35.86283079,39.39075372,41.15928827,43.24887908,43.85198195,36.79213651,37.59029151,41.10033733,41.62934933,34.14902587,33.68452539,33.5453861,36.77123718,35.47349219,36.07848318,36.88642585,37.51572839,38.04061148,40.06522905,34.72421583,35.31042686,32.64605486,31.27060333,32.33340811,32.53196732,30.37584751,29.60883881,30.61373781,31.91336293,35.67619812,35.17052339,38.34407427,37.24451595,39.44629593,38.2497088,34.33466553,35.9319817,38.01149572,42.4993523,48.28246849,42.48330948,43.38671388,40.50815624,42.10675236,47.05781248,49.25023926,45.8132657,45.47272503,44.78553954,41.19695253,42.02194293,
Iceland,ISL,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,94934146069,86342687062,1.03847E+11,1.23267E+11,1.3995E+11,1.49648E+11,1.71729E+11,1.82571E+11,1.66215E+11,1.43652E+11,1.83374E+11,2.28446E+11,2.29619E+11,2.763E+11,3.10885E+11,2.71234E+11,2.61338E+11,3.15121E+11,3.26593E+11,3.34648E+11,3.44656E+11,3.69182E+11,3.67077E+11,3.31487E+11,3.61802E+11,3.95881E+11,3.99636E+11,4.92613E+11,4.70027E+11,4.21815E+11,4.25994E+11,4.48396E+11,4.21616E+11,3.8999E+11,4.04895E+11,4.19542E+11,4.88659E+11,5.28688E+11,6.44699E+11,6.66317E+11,7.18311E+11,6.46575E+11,6.28909E+11,6.93383E+11,7.88673E+11,1.01594E+12,1.11571E+12,1.09047E+12,8.68975E+11,6.7459E+11,7.04328E+11,7.52015E+11,7.86635E+11,7.87687E+11,8.64735E+11,9.83915E+11,1.12648E+12,1.26712E+12,
Iceland,ISL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,-9.049914455,20.2727293,18.70061572,13.53440005,6.929206844,14.75557941,6.313729231,-8.959056145,-13.57468454,27.65221188,24.57887139,0.513406773,20.32985724,12.51728206,-12.75433891,-3.648308138,20.57982924,3.64058872,2.466367702,2.990517856,7.11599198,-0.570198755,-9.695380426,9.145147244,9.419213451,0.948542486,23.26525837,-4.584886699,-10.25728877,0.990818278,5.258668889,-5.972338579,-7.501211867,3.821978174,3.617510898,16.47433121,8.191633192,21.94314876,3.353103954,7.803279239,-9.986859629,-2.732255707,10.25186016,13.74268365,28.81690858,9.820477198,-2.262790379,-20.31174095,-22.36943729,4.408208067,6.770667555,4.603620641,0.133728188,9.781457616,13.78228351,14.49007889,12.48461323,
Iceland,ISL,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,776609452.5,706326961.4,849518714.2,1008383944,1144862662,1224192563,1404829269,1493526386,1359720518,1175142747,1500095709,1868802305,1878396862,2260272263,2543196917,2218828963,2137879245,2577851144,2671700101,2737594050,2819462289,3020094999,3002874455,2711734353,2959726452,3238509404,3269228042,4029822393,3845059602,3450660735,3484850512,3668107262,3449035477,3190316018,3312249200,3432070176,3997480784,4324939747,5273967709,5450809329,5876151202,5289308230,5144790804,5672227562,6451743852,8310936980,9127110651,8920583269,7108657504,5518490821,5761757379,6151866816,6435075427,6443680936,7073966856,8048921024,9215216030,10365700110,
Iceland,ISL,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,40956716,38958828,50946160,61934548,71923992,78718864,91570920,98398576,116170568,150208432,197489000,254816500,268618800,385331500,613215800,886843600,1023190700,1457528100,2250535700,3644823900,5669503000,8969211000,14393044600,25396642200,34023451700,48890078900,56100725400,74274565500,84481293900,99684423700,1.20098E+11,1.30651E+11,1.21942E+11,1.2263E+11,1.34788E+11,1.44891E+11,1.73925E+11,1.8825E+11,2.30011E+11,2.4024E+11,2.7684E+11,3.03198E+11,2.89782E+11,3.11916E+11,3.66138E+11,4.46778E+11,5.77687E+11,5.80173E+11,6.73804E+11,6.48288E+11,7.04328E+11,8.27133E+11,9.07056E+11,8.97464E+11,9.42907E+11,1.0247E+12,1.03105E+12,1.09948E+12,
Iceland,ISL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,113169796,97194659.52,118479439.9,144033830.1,167265094.9,183067122.5,212955624.3,222789215.6,186869527.5,170691400.9,224419318.2,289564204.5,304349422.2,427528569.8,613522561.3,576996486.7,561668057.3,732904963,830119029.2,1033699348,1181737327,1241550760,1165287180,1022293872,1073508353,1177855648,1364841680,1920370800,1964041798,1747567989,2060577406,2214570049,2119043524,1813972534,1927074638,2239711773,2615409683,2654991898,3241494621,3321200020,3521426235,3112128325,3161429536,4066221746,5216250753,7093775187,8231507890,9057418954,7661403284,5243422221,5761757379,7133281373,7251643774,7345477987,8075087124,7767678281,8534370886,10290529631,
Iceland,ISL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,27.86855653,29.48427575,33.01708796,33.49657078,26.25401175,24.98067379,33.40697167,28.47428511,32.37336507,36.34654761,35.47881678,28.77936649,30.02875135,24.79890937,25.06737759,27.05295743,26.79271551,28.04197609,21.02082141,23.17156739,20.76970829,18.43147694,20.70358517,20.83553593,18.80489239,18.97692029,20.03110825,18.10412661,16.91151926,16.00556643,16.34202006,18.95000611,21.40943009,25.70645286,23.34945809,24.60241291,22.73963395,19.62181793,21.15474397,24.59947384,29.33350645,36.00030756,29.79562528,25.82389711,14.78928313,13.90408726,15.48483487,16.07580423,15.39993076,17.29270748,19.34037461,21.60285552,22.18311433,
Iceland,ISL,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,,,,,,,,,,,90924594400,1.55162E+11,1.18851E+11,1.57837E+11,1.94581E+11,1.84384E+11,1.44329E+11,1.85168E+11,1.60557E+11,1.66211E+11,1.89912E+11,2.0248E+11,2.24261E+11,1.35635E+11,1.88709E+11,1.66521E+11,1.50344E+11,1.97566E+11,2.20815E+11,1.8497E+11,1.84188E+11,2.07436E+11,1.79899E+11,1.75236E+11,1.6257E+11,1.74616E+11,1.98993E+11,2.43503E+11,3.20574E+11,3.08133E+11,3.42884E+11,3.30162E+11,2.88644E+11,3.15663E+11,3.99924E+11,5.26242E+11,6.58891E+11,5.89125E+11,4.81774E+11,2.45247E+11,2.32576E+11,2.62187E+11,2.77814E+11,2.75576E+11,3.26709E+11,3.9076E+11,4.74E+11,5.14191E+11,
Iceland,ISL,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,70.6486187,-23.40170424,32.80242523,23.27945674,-5.240617589,-21.72360039,28.29562027,-13.29089635,3.52149805,14.25960925,6.617465483,10.75732158,-39.51906426,39.12968017,-11.75759715,-9.714788978,31.40939409,11.76794164,-16.23326664,-0.422542418,12.62148452,-13.27494495,-2.591583253,-7.228471815,7.410073428,13.9604717,22.36756043,31.65081363,-3.880816692,11.27774385,-3.710135273,-12.57504648,9.360560593,26.69337802,31.5854586,25.20698048,-10.58845779,-18.22209334,-49.0950032,-5.166506145,12.7314166,5.960315652,-0.805605355,18.55523855,19.60479854,21.30209437,8.47910692,
Iceland,ISL,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,,,,,,,,,,,743809286.7,1269300274,972262377.6,1291188017,1591769573,1508351017,1180682869,1514764411,1313438643,1359691359,1553578034,1656385524,1834568241,1109564039,1543732899,1362227004,1229889525,1616190373,1806382712,1513147790,1506754099,1696928834,1471662466,1433523108,1329901294,1428447956,1627866029,1991979947,2622457808,2520685027,2804961428,2700893565,2361254943,2582281643,3271579844,4304923341,5390064527,4819339820,3941155220,2006244938,1902592170,2144819106,2272657095,2254348447,2672648180,3196615471,3877561515,4206344102,
Iceland,ISL,Gross capital formation (current LCU),NE.GDI.TOTL.CN,,,,,,62756876.94,79732595.59,90590574.34,98787539.88,95812491.03,114070200,194122300,207890300,331853700,542289400,755816800,862302200,1299342900,1663740900,2484718600,4323702400,6660743400,10941949600,14230252300,20724606500,25344487000,29778044000,43549453500,53918093400,59946232600,70487327100,80446813800,72678078700,70042108200,70470308800,74194867700,92383021000,1.14594E+11,1.54203E+11,1.50612E+11,1.72664E+11,1.80253E+11,1.65607E+11,1.83639E+11,2.36949E+11,3.08371E+11,4.30734E+11,4.06904E+11,4.0105E+11,2.36686E+11,2.32576E+11,2.72176E+11,2.96073E+11,3.01679E+11,3.58576E+11,4.42512E+11,5.40662E+11,5.80409E+11,
Iceland,ISL,Gross capital formation (current US$),NE.GDI.TOTL.CD,,,,,,145946223,185424637.8,205110722.4,158907554.8,108877831.3,129625227.3,220593522.7,235543054.6,368194496.8,542560680.3,491748080.7,473350277.2,653362950.7,613677437.2,704684798.6,901221944.3,922004291.1,885880225.1,572811933.4,653903031.2,610597238.6,724452586.4,1125972239,1253501032,1050917618,1209381116,1363590832,1262958416,1036076816,1007518955,1146899335,1389218361,1616179060,2173147488,2082137966,2196291952,1850175103,1806716151,2393964260,3375742562,4896199329,6137565559,6352411440,4560089310,1914341777,1902592170,2347276219,2367013996,2469150597,3070854438,3354426660,4475252898,5432304635,
Iceland,ISL,Changes in inventories (constant LCU),NE.GDI.STKB.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Changes in inventories (current LCU),NE.GDI.STKB.CN,,,,,,-637931.0625,-155172.4063,-120689.6563,448275.875,-362068.9688,-3042800,14462400,-10838200,-3431100,25829000,37868000,-18819100,67346500,-40687600,51215600,80000000,253000000,913000000,-1070000000,786000000,-978000000,-2094000000,-416000000,1850000000,-578000000,-1796092300,1233241800,121946500,2307301500,260069400,3051999100,25313800,102000000,906000000,120000000,2671994600,-2168482300,72689300,-1225193500,-1284139400,-1971748400,3927070400,6607835600,9698650600,-2120711200,-2525354500,1526130500,1799771600,-4952848800,2044999000,3489102000,2926190400,754259600,
Iceland,ISL,Changes in inventories (current US$),NE.GDI.STKB.CD,,,,,,-1483560.586,-360866.055,-273259.5831,721087.1255,-411442.0122,-3457727.273,16434545.45,-12279854.97,-3806834.572,25841920.96,24637605.73,-10330515.45,33864584.9,-15007782.82,14525127.62,16675004.17,35021178.82,73918147.59,-43070829.38,24799881.36,-23561893.34,-50943699.18,-10755690.69,43009252.8,-10132920.07,-30816321.17,20903714.3,2119117.087,34130063.37,3718230.48,47177599.29,380658.6466,1438558.733,12768062.37,1658941.07,33987923.58,-22258057,793017.1489,-15971965.48,-18294747.1,-31306687.5,55957115.99,103158779.2,110277227.8,-17152528.66,-20658680.32,13161512.12,14388643.26,-40537603.7,17513448.37,26448879.32,24221115.01,7059444.806,
Iceland,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.32083793,24.47597302,26.26068097,29.80942061,30.5679867,28.15184369,29.54165687,33.06107511,33.34457079,26.35322389,25.64702832,30.91810261,29.95876994,32.70806984,34.61537791,33.70125397,29.40745461,28.47232518,25.40538036,24.55068295,26.55240573,25.77502776,25.70214406,22.60141735,22.29276412,21.57117547,19.72758332,20.90135324,20.12064156,18.98620867,19.46047247,19.72403332,18.07374974,16.35442618,15.94649815,15.66979256,18.94481364,21.39037358,25.55541774,23.33085444,24.22168715,23.01319728,19.61320536,21.29588345,24.73278599,29.52106722,35.67208729,29.31176488,25.19939448,14.92179531,14.05506028,15.39800919,15.97808237,15.65276114,17.1940851,19.18788023,21.48593564,22.1542867,
Iceland,ISL,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,78926896134,60965995978,69878968917,91518040720,1.08679E+11,1.07524E+11,1.2404E+11,1.38453E+11,1.26267E+11,96304629043,,,,,,,,,,,,,,,,,,,,,,,,,,1.60599E+11,2.00778E+11,2.46063E+11,3.23632E+11,3.11355E+11,3.45509E+11,3.34464E+11,2.91659E+11,3.2021E+11,4.05604E+11,5.35256E+11,6.6025E+11,5.86388E+11,4.75142E+11,2.48211E+11,2.35102E+11,2.62076E+11,2.75589E+11,2.81565E+11,3.26298E+11,3.90588E+11,4.75507E+11,5.18295E+11,
Iceland,ISL,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,,-22.75637461,14.61958063,30.96650128,18.75106368,-1.062436247,15.36043433,11.61922848,-8.801475478,-23.72924991,,,,,,,,,,,,,,,,,,,,,,,,,,,25.01842808,22.55463843,31.52379534,-3.793403775,10.96927264,-3.196483767,-12.7981445,9.788975053,26.66821576,31.96527048,23.35217664,-11.18695935,-18.97138866,-47.76072279,-5.281479799,11.47359829,5.156123313,2.168222301,15.88730682,19.70302707,21.74124701,8.998386517,
Iceland,ISL,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313782019,1642469628,2012922714,2647472351,2547043035,2826435130,2736088590,2385920018,2619477133,3318044947,4378666989,5401181039,4796953111,3886904493,2030490813,1923250851,2143916928,2254459928,2303341631,2669280583,3195209659,3889888083,4239915248,
Iceland,ISL,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,29059518,24908158,32173038,43589276,57081196,63394808,79887768,90711264,98339264,96174560,117113000,179659900,218728500,335284700,516460400,717948800,881121300,1231996400,1704428600,2433503000,4243702400,6407743400,10028949600,15300252300,19938606500,26322487000,31872044000,43965453500,52068093400,60524232600,72283419400,79213572000,72556132300,67734806700,70210239300,71142868600,92357707200,1.14492E+11,1.53297E+11,1.50492E+11,1.69992E+11,1.82421E+11,1.65534E+11,1.84864E+11,2.38233E+11,3.10343E+11,4.26807E+11,4.00296E+11,3.91352E+11,2.38807E+11,2.35102E+11,2.7065E+11,2.94273E+11,3.06631E+11,3.56531E+11,4.39023E+11,5.37736E+11,5.79655E+11,
Iceland,ISL,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,80295981.84,62140984.74,74821017.35,101370407.6,132746965.2,147429783.6,185785503.9,205383981.9,158186467.7,109289273.3,133082954.5,204158977.3,247822909.6,372001220.5,516718759.4,467110475,483680792.7,619498365.8,628685256.9,690159671,884546940.1,886983112.3,811962077.5,615882762.8,629103149.8,634159131.9,775396285.5,1136727930,1210491779,1061050538,1240197437,1342687118,1260839300,1001946753,1003800723,1099721736,1388837702,1614740501,2160379426,2080479025,2162304028,1872433160,1805923133,2409936227,3394036754,4927506017,6081608443,6249252661,4449812082,1931494305,1923250851,2334114707,2352625353,2509688202,3053340989,3327977781,4451031746,5425245189,
Iceland,ISL,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
